start -> translation: (1.8, 6.3, 0.05)| rotation: (0.0, 0.0, 1.0, -1.57)
x: 0.0, y: 0.0
x: 0.37746756771001405, y: 0.15613407518520078
x: 0.5207823310105376, y: 0.7309426306745882
x: 0.8194928122157586, y: 1.2550007576509725
x: 1.3520384784941275, y: 1.2446108476048863
x: 2.318348388868391, y: 1.115804327819205
x: 2.9938514513505425, y: 0.8683401973617009
x: 3.01088304151567, y: 0.1991035322267429
x: 2.4353270506177402, y: -0.13221194266778036
x: 2.0545711848774024, y: 0.034947427015566065
x: 1.597896281524386, y: 0.11533290839030086
x: 1.5702687868666507, y: -0.1979189545131146
x: 1.5363455631097132, y: -1.1721854017864013
x: 1.5478008768611213, y: -1.3703096816691045
x: 2.497434640742861, y: -1.509841543493542
x: 2.9699534631697797, y: -1.5792171084216025
x: 3.211288359456501, y: -1.6146452097235724
x: 3.45282877702316, y: -1.6501001543714615
x: 3.722721164641436, y: -1.644604568214873
x: 3.9690766906338464, y: -1.370248531761278
x: 4.0679661853029385, y: -0.9777755055947609
x: 4.127813847915905, y: -0.7402412793584016
x: 4.138968985422142, y: -0.15571195311877228
x: 3.88975137066321, y: 0.015394949628878808
x: 3.218878165435184, y: 0.4700931824650709
x: 3.268630556636904, y: 0.8875037005570002
x: 3.7674479333397497, y: 1.3827955366169893
x: 4.404745118114283, y: 1.1168564868791244
x: 4.988871629229842, y: 0.8579178126483896
x: 5.624628741796239, y: 0.43808259607358513
x: 5.544873141729676, y: -0.23952065932557431
x: 5.328618858001634, y: -0.3783934640930196
x: 5.254080022566338, y: -1.0631903051200056
x: 4.903369098753468, y: -1.2671770278461507
x: 4.8832407010185275, y: -1.245097368331696
x: 4.933206992742718, y: -1.7731499564465116
x: 5.207793828647232, y: -1.9354429494925285
x: 5.45943300346699, y: -1.3573907722715388
x: 5.739939889678631, y: -0.6347416819574568
x: 5.929011643227945, y: -0.14759052905346012
x: 6.281697878226622, y: 0.7611208409305529
x: 6.6400875791629135, y: 1.6104775327732208
x: 6.715599298268894, y: 1.7012731159169918
x: 6.715645795811661, y: 1.7013013666929717
x: 6.171999522640741, y: 1.08617015165602
x: 5.505664806866393, y: 1.2491451649481626
x: 5.069263979492081, y: 1.5293986504725865
x: 4.580165293116638, y: 2.079719523937782
x: 4.812156596286558, y: 2.593568548434921
x: 4.841987054836208, y: 2.595825710662213
x: 4.423834481604299, y: 2.8480819374601523
x: 3.72746251988887, y: 3.362047748462928
x: 3.820976643043883, y: 4.043385321507521
x: 4.080943808425568, y: 4.408048831625488
x: 4.508417873102789, y: 5.284183478310337
x: 5.135604691451771, y: 5.58449254263186
x: 5.550121094428589, y: 5.292049484903981
x: 5.7189878235032765, y: 5.1973938335080065
x: 5.865576310744176, y: 5.55657445014985
x: 5.326246119448622, y: 5.842399848369291
x: 4.935640563805567, y: 6.03988032871857
x: 4.3948751836918865, y: 5.806146858785149
x: 3.8952725924499427, y: 6.294121217762071
x: 4.218926781379726, y: 7.066334996138649
x: 4.749676081734127, y: 7.3361305551776566
x: 5.375740255553987, y: 7.0539604346066636
x: 5.940719655056622, y: 6.764788744301978
x: 6.828727876341229, y: 6.362560702103512
x: 7.0681939484391405, y: 6.254098911263553
x: 7.290481544304376, y: 6.1534188786152875
x: 7.512674968935147, y: 6.052782079452758
x: 7.734867496724232, y: 5.952143301517321
x: 8.042208474718944, y: 6.04586206491008
x: 8.219291047999729, y: 6.253269781390902
x: 8.52689498036856, y: 6.960402502492576
x: 8.284080468385215, y: 7.137528348805289
x: 7.932286028091896, y: 7.339544810157018
x: 7.721567475587493, y: 7.4605459776901535
x: 7.46937102374815, y: 7.554177987625998
x: 6.620806408132791, y: 7.6437060624479445
x: 6.314835242020063, y: 7.903014975394835
x: 5.695681215476046, y: 8.128717128392127
x: 5.463014440516461, y: 7.669660180749396
x: 5.074007351832899, y: 7.278584800760596
x: 5.132112146341704, y: 7.1847324966750294
